LotFrontage,LotArea,LotShape,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SalePrice
0,12772,1,6,1960,1998,0,2,85,3,2,4,498,460,958,2,1,958,0,958,0,1,0,2,5,0,0,2,1,301,3,3,2,0,0,151500
0,17600,1,6,1960,1960,30,2,85,3,1,4,1270,208,1478,4,1,1478,0,1478,1,2,0,2,6,2,4,1,2,498,3,3,2,0,40,157500
36,2448,0,7,2003,2004,106,3,95,3,1,6,573,191,764,4,1,764,862,1626,1,2,1,3,6,0,0,2,2,474,3,3,2,0,27,154000
56,20431,2,9,2005,2006,870,4,105,3,1,6,1410,438,1848,4,1,1848,880,2728,1,2,1,4,10,2,5,3,3,706,3,3,2,0,0,437154
68,7820,1,9,2007,2007,362,4,105,3,1,1,0,1869,1869,4,1,1869,0,1869,0,2,0,4,6,1,4,2,2,617,3,3,2,210,54,318061
0,5271,1,7,1986,1986,0,2,95,3,4,6,1082,371,1453,3,1,1453,0,1453,1,1,1,3,6,1,3,2,2,445,3,3,2,0,80,190000
60,9084,0,5,1941,1950,0,2,85,2,2,2,236,0,616,2,0,616,495,1111,0,1,0,2,5,0,0,1,1,200,3,2,2,48,0,95000
60,8520,0,6,1928,2003,0,2,85,3,1,1,0,624,624,3,1,720,0,720,0,1,0,2,5,0,0,1,2,484,3,3,2,106,0,105900
60,8400,0,6,1940,2000,0,2,85,3,1,2,388,552,940,4,1,1192,403,1595,0,1,0,2,6,2,4,1,1,240,3,3,2,0,0,140000
105,11249,2,6,1995,1995,0,3,95,4,1,5,334,322,1200,4,1,1200,0,1200,1,2,0,3,6,0,0,2,2,521,3,3,2,0,26,177500
0,9248,1,6,1992,1992,106,2,95,3,1,6,560,598,1158,3,1,1167,0,1167,1,2,0,3,6,0,0,2,2,400,3,3,2,120,26,173000
44,4224,0,5,1976,1976,0,2,95,3,1,5,874,268,1142,2,1,1142,0,1142,1,1,1,2,6,1,1,3,2,528,3,3,2,536,90,134000
92,6930,1,5,1958,1958,120,2,85,3,3,4,300,468,1062,4,1,1352,0,1352,0,1,0,3,6,0,0,1,1,288,3,3,2,168,0,130000
78,12011,1,8,1998,1998,530,3,95,3,3,6,956,130,1086,4,1,1086,838,1924,1,2,1,3,7,1,3,2,2,592,3,3,2,208,75,280000
0,7540,1,6,1978,1978,0,2,95,3,3,6,773,115,888,4,1,912,0,912,1,1,0,2,5,1,3,2,2,470,3,3,2,0,0,156000
0,9144,0,5,1940,1982,0,2,85,3,1,3,399,484,883,3,1,988,517,1505,1,1,0,2,8,0,0,1,1,240,3,3,0,0,0,145000
64,7301,0,7,2003,2003,500,3,0,0,0,0,0,0,0,4,1,495,1427,1922,0,3,0,3,7,1,5,2,2,672,3,3,2,0,0,198500
21,1680,0,6,1972,2007,510,2,85,3,1,5,162,321,483,3,1,483,504,987,0,1,1,3,5,0,0,1,1,264,3,3,2,250,0,118000
0,18800,1,6,1976,1976,120,2,95,3,2,6,712,84,796,2,1,790,784,1574,1,2,1,2,6,1,3,3,2,566,3,3,2,306,111,190000
59,10690,0,5,1920,1997,0,2,85,2,1,3,456,216,672,3,1,672,672,1344,0,1,0,2,6,0,0,1,1,468,3,2,2,0,128,147000
0,9500,1,6,1963,1963,247,2,95,3,1,4,609,785,1394,3,1,1394,0,1394,1,1,1,2,6,2,4,2,2,514,3,3,2,0,76,159000
101,9150,1,6,1962,1962,305,2,95,3,4,6,371,728,1099,3,1,1431,0,1431,0,1,0,2,6,1,4,2,1,296,3,3,2,64,110,165000
78,7800,0,5,1954,1954,200,2,85,3,1,2,540,728,1268,3,1,1268,0,1268,0,1,0,2,7,1,4,3,1,244,3,3,2,0,98,132000
0,9830,1,5,1959,2006,0,2,85,3,1,5,72,733,1063,4,1,1287,0,1287,1,1,0,3,7,1,4,3,2,576,3,3,2,364,17,162000
0,8121,1,6,2000,2000,0,2,95,3,1,1,0,953,953,4,1,953,711,1664,0,2,1,2,7,1,3,2,2,460,3,3,2,100,40,172400
80,17120,0,4,1959,1959,0,2,0,0,0,0,0,0,0,2,1,1120,468,1588,0,2,0,2,7,1,4,3,2,680,3,3,0,0,59,134432
50,7175,0,6,1984,1984,0,2,95,3,1,5,623,0,744,2,1,752,0,752,1,1,0,2,4,0,0,1,1,264,3,3,2,353,0,125000
79,10634,0,5,1953,1953,0,2,85,3,1,4,428,0,608,2,1,1319,0,1319,1,1,0,2,5,0,0,1,1,270,3,3,2,66,0,123000
65,8200,0,7,2003,2004,0,3,95,3,1,1,0,847,847,4,1,847,1081,1928,0,2,1,3,8,1,4,3,2,434,3,3,2,100,48,219500
0,10020,1,1,1922,1950,0,1,75,1,4,4,350,333,683,3,0,904,0,904,1,0,1,1,4,0,0,0,0,0,0,0,2,0,0,61000
57,8846,1,5,1996,1996,0,3,95,3,3,6,298,572,870,4,1,914,0,914,0,1,0,2,5,0,0,1,2,576,3,3,2,0,0,148000
102,11143,1,8,2004,2005,0,3,95,3,1,1,0,1580,1580,4,1,1580,886,2466,0,3,0,3,8,1,4,2,2,610,3,3,2,159,214,340000
88,11394,0,9,2010,2010,350,3,105,3,3,6,1445,411,1856,4,1,1856,0,1856,1,1,1,4,8,1,5,3,3,834,3,3,2,113,0,394432
60,8123,1,6,2000,2000,16,2,95,3,1,1,0,982,982,4,1,1007,793,1800,0,2,1,2,7,1,3,3,2,463,3,3,2,100,63,179000
50,5000,0,5,1924,1950,0,2,85,3,1,2,218,808,1026,2,1,1026,665,1691,0,2,0,3,6,1,4,1,1,308,3,3,2,0,0,127000
60,7200,0,7,2006,2006,0,3,95,4,1,1,0,1293,1293,4,1,1301,0,1301,1,2,0,3,5,1,4,2,2,572,3,3,2,216,121,187750
79,9245,1,7,2006,2006,0,3,95,3,3,1,0,939,939,4,1,939,858,1797,0,2,1,3,8,0,0,2,2,639,3,3,2,144,53,213500
60,9000,0,6,1928,1950,0,2,75,2,1,1,0,784,784,2,0,784,0,784,0,1,0,2,5,0,0,1,2,360,2,2,0,0,0,76000
0,53107,2,6,1992,1992,0,3,95,3,3,6,985,595,1580,4,1,1079,874,1953,1,2,1,3,9,2,2,3,2,501,3,3,2,216,231,240000
43,3182,0,8,2004,2005,16,3,95,3,1,6,24,1232,1256,4,1,1269,0,1269,0,2,0,3,6,1,3,3,2,430,3,3,2,146,20,192000
58,8410,0,5,1910,1996,0,2,85,3,1,1,0,658,658,2,1,658,526,1184,0,1,0,2,8,0,0,0,0,0,0,0,0,0,151,81000
72,7200,0,6,1976,1976,255,2,85,3,3,5,631,410,1041,4,1,1125,0,1125,1,1,0,2,6,1,2,1,1,352,3,3,2,296,0,125000
93,9382,1,7,1999,2000,125,3,95,3,1,1,0,1468,1468,4,1,1479,0,1479,0,2,0,3,6,0,0,2,2,577,3,3,2,120,25,191000
96,12474,0,10,2007,2008,272,4,105,3,3,6,1280,402,1682,4,1,1742,590,2332,1,2,1,4,9,1,5,3,3,846,3,3,2,196,134,426000
50,8405,0,5,1900,1950,0,2,85,4,1,3,241,229,861,4,1,961,406,1367,1,1,0,2,7,0,0,1,1,384,3,3,2,0,130,119000
71,12209,1,6,2001,2002,0,2,105,3,1,5,690,114,804,4,1,804,1157,1961,1,2,1,3,7,1,3,3,2,560,3,3,2,125,192,215000
0,8339,1,5,1959,1959,0,2,0,0,0,0,0,0,0,2,1,882,0,882,0,1,0,2,5,0,0,2,1,294,3,3,2,0,0,106500
0,7446,0,4,1941,1950,0,2,85,3,1,3,266,522,788,2,1,788,0,788,0,1,0,2,4,2,3,0,0,0,0,0,2,0,0,100000
60,10134,0,5,1940,1950,0,2,85,3,1,1,0,735,735,3,1,735,299,1034,0,1,0,2,5,0,0,1,1,240,3,3,2,0,39,109000
68,9571,0,5,1956,1956,0,2,85,3,3,4,739,405,1144,2,1,1144,0,1144,1,1,0,2,6,0,0,1,1,596,3,3,2,44,0,129000
60,7200,0,5,1972,1972,0,2,85,3,3,3,777,117,894,2,1,894,0,894,0,1,0,2,6,0,0,2,2,600,3,3,2,215,0,123000
69,7590,0,5,1962,1962,288,2,85,3,1,5,540,324,864,2,1,876,936,1812,0,2,0,2,8,1,3,2,1,264,3,3,2,0,168,169500
60,8967,0,5,1920,1950,0,2,75,1,1,1,0,961,961,3,1,1077,0,1077,0,1,0,2,6,0,0,1,1,338,1,1,0,0,0,67000
65,8125,0,7,2006,2007,100,3,95,3,1,6,812,280,1092,4,1,1112,438,1550,1,2,0,3,7,0,0,3,2,438,3,3,2,0,168,241000
38,14963,2,8,1996,1996,0,3,95,3,1,6,786,474,1260,4,1,1288,0,1288,1,1,1,4,4,2,4,3,2,500,3,3,2,120,30,245500
65,8767,1,7,2005,2005,0,3,95,3,3,6,24,1286,1310,4,1,1310,0,1310,0,2,0,3,6,1,4,3,2,400,3,3,2,0,0,164990
60,10200,0,5,1940,1997,0,2,85,3,1,1,0,672,672,4,1,672,0,672,0,1,0,2,4,0,0,1,1,240,3,3,0,168,0,108000
93,12090,0,8,1998,1998,650,3,95,3,1,1,0,1141,1141,3,1,1165,1098,2263,0,2,1,3,10,1,3,3,2,420,3,3,2,144,123,258000
0,10364,1,6,1995,1996,0,2,95,3,1,1,0,806,806,3,1,806,766,1572,0,2,1,2,7,1,3,3,2,373,3,3,2,0,40,168000
0,9991,1,4,1976,1993,0,2,85,3,1,4,1116,165,1281,4,1,1620,0,1620,1,2,0,2,8,1,3,1,2,490,3,3,2,120,78,150000
51,10480,0,6,1936,1950,0,2,85,3,1,1,0,1064,1064,4,1,1166,0,1639,0,1,0,2,6,0,0,1,1,240,3,3,2,0,0,115000
63,15576,0,6,1915,1976,0,2,95,3,1,1,0,840,840,4,1,840,840,1680,0,2,0,2,8,0,0,1,1,308,3,3,2,0,0,177000
109,14154,0,7,2006,2006,350,3,105,4,1,1,0,1063,1063,4,1,1071,1101,2172,0,2,1,3,9,1,4,2,3,947,3,3,2,192,62,280000
85,10800,0,8,2007,2008,100,3,105,3,1,6,789,245,1034,4,1,1050,1028,2078,1,2,1,4,8,1,4,3,3,836,3,3,2,0,102,339750
68,9571,0,5,1958,1958,0,2,85,2,1,1,0,1276,1276,2,1,1276,0,1276,0,1,0,2,5,0,0,1,1,350,3,3,2,0,0,60000
100,34650,0,5,1955,1955,0,2,85,3,2,3,1056,0,1056,2,0,1056,0,1056,1,1,0,2,5,0,0,3,2,572,3,3,2,264,0,145000
0,4403,2,7,2009,2009,432,4,105,3,3,6,578,892,1470,4,1,1478,0,1478,1,2,1,3,7,1,4,3,2,484,3,3,2,0,144,222000
56,8960,0,5,1927,1950,0,2,85,3,1,1,0,1008,1008,3,1,1028,0,1028,0,1,0,2,5,1,4,1,2,360,3,3,2,0,0,115000
59,11228,2,7,1993,1993,0,3,95,3,1,4,50,499,1080,4,1,1080,1017,2097,0,2,1,3,9,1,3,1,3,678,3,3,2,196,187,228000
73,8899,1,7,2007,2007,0,3,95,3,3,6,24,1316,1340,4,1,1340,0,1340,0,2,0,3,6,0,0,3,2,396,3,3,2,100,30,181134
74,7844,0,6,1978,1978,203,2,85,3,1,5,209,463,672,2,1,672,728,1400,0,1,1,2,6,1,3,3,2,440,3,3,2,0,0,149500
86,22420,1,6,1918,1950,0,2,95,3,1,4,1128,242,1370,2,0,1370,1254,2624,1,2,1,2,10,1,4,1,3,864,3,3,0,0,0,239000
60,8160,0,5,1940,1950,0,2,85,3,1,5,312,444,756,1,0,756,378,1134,1,1,1,2,7,0,0,1,1,240,3,3,1,0,0,126000
65,8450,0,5,1968,1968,0,2,85,3,1,4,775,281,1056,4,1,1056,0,1056,1,1,0,2,6,1,2,1,1,304,3,3,2,0,85,142000
78,7060,0,7,1997,1998,200,2,95,4,4,6,1309,35,1344,4,1,1344,0,1344,2,2,0,2,8,0,0,3,4,784,3,3,2,0,0,206300
0,16635,1,6,1977,2000,126,3,95,3,1,5,1246,356,1602,3,1,1602,0,1602,0,2,0,3,8,1,3,3,2,529,3,3,2,240,0,215000
100,21750,0,5,1954,1954,0,2,85,3,1,1,0,988,988,4,1,988,0,988,0,1,0,2,4,0,0,2,2,520,3,3,0,0,0,113000
80,9200,0,8,1998,1998,473,3,95,3,1,6,986,484,1470,3,1,1470,1160,2630,1,2,1,3,8,1,3,3,3,696,3,3,2,0,66,315000
72,9000,0,6,1956,1956,74,2,95,3,1,2,616,580,1196,3,1,1196,0,1196,1,1,0,2,6,1,4,2,1,297,3,3,2,0,44,139000
60,3378,0,7,1946,1992,0,2,85,3,1,1,0,651,651,3,1,707,682,1389,0,1,1,2,6,2,4,1,1,240,3,3,1,0,0,135000
0,12800,0,7,1989,1989,145,3,95,3,4,6,1518,0,1518,3,1,1644,0,1644,1,2,0,3,5,1,3,3,2,569,3,3,2,80,0,275000
77,8593,1,4,1957,1957,0,2,85,3,1,3,288,619,907,4,1,907,0,907,0,1,0,2,5,0,0,1,1,352,3,3,2,0,0,109008
64,6762,0,7,2007,2007,108,3,95,3,1,6,664,544,1208,4,1,1208,0,1208,1,2,0,3,6,0,0,2,2,628,3,3,2,105,54,195400
130,11457,1,6,1988,1988,0,2,95,3,2,6,1005,387,1392,2,1,1412,0,1412,1,2,0,3,6,1,3,1,2,576,3,3,2,0,0,175000
21,1680,0,6,1971,1971,232,2,85,3,1,5,387,96,483,2,1,483,504,987,0,1,1,2,4,0,0,1,1,264,3,3,2,0,0,85400
60,5586,1,6,1920,1998,0,2,85,3,1,1,0,901,901,3,1,1088,110,1198,0,1,0,2,7,0,0,0,0,0,0,0,0,0,98,79900
24,1920,0,5,1971,1971,376,2,85,3,1,5,471,294,765,4,1,765,600,1365,1,1,1,2,6,0,0,1,2,440,3,3,2,240,36,122500
100,10839,1,6,1997,1998,0,2,95,3,1,1,0,926,926,4,1,926,678,1604,0,2,1,2,7,1,3,3,2,470,3,3,2,0,36,181000
21,1890,0,4,1972,1972,0,2,95,3,3,5,495,135,630,3,1,630,0,630,1,1,0,2,3,0,0,0,0,0,0,0,2,88,0,81000
43,10667,2,7,1996,1996,0,3,95,3,3,6,385,70,799,4,1,827,834,1661,1,2,1,3,6,1,3,2,2,550,3,3,2,158,61,212000
40,4400,0,6,1920,1950,0,2,75,3,1,1,0,648,648,2,1,734,384,1118,0,1,0,2,6,0,0,1,2,440,3,3,2,0,0,116000
50,6000,0,6,1926,2004,0,3,85,3,1,1,0,884,884,3,1,904,0,904,0,1,0,2,4,0,0,1,1,180,3,3,2,0,0,119000
40,4280,0,5,1913,2002,0,2,85,3,1,2,365,75,440,2,0,694,0,694,0,1,0,3,4,1,4,1,1,352,4,3,1,0,0,90350
67,12354,0,6,1920,2000,0,2,85,2,2,1,0,684,684,3,1,684,512,1196,0,1,0,3,7,0,0,1,2,528,3,3,2,0,46,110000
105,15431,0,10,2008,2008,200,4,105,3,4,6,1767,788,3094,4,1,2402,0,2402,1,2,0,4,10,2,4,3,3,672,3,3,2,0,72,555000
92,12108,0,4,1955,1955,270,2,85,3,1,5,133,1307,1440,2,0,1440,0,1440,0,2,0,1,8,0,0,0,0,0,0,0,2,0,0,118000
52,6240,0,5,1930,1992,0,2,85,3,1,1,0,1078,1078,2,1,1128,445,1573,0,2,0,2,8,1,4,1,2,360,3,3,1,0,0,162900
53,3922,0,7,2006,2007,72,3,105,3,3,1,0,1258,1258,4,1,1258,0,1258,0,2,0,3,6,1,4,3,3,648,3,3,2,144,16,172500
70,8750,0,7,1994,1995,0,3,95,3,1,6,642,273,915,4,1,933,975,1908,1,2,1,3,8,1,3,1,2,493,3,3,2,144,133,210000
73,9855,0,6,1956,1956,0,2,85,3,1,1,0,1436,1436,1,1,1689,0,1689,0,1,0,2,7,1,4,1,2,480,3,3,2,0,0,127500
137,16492,1,6,1966,2002,0,3,85,3,1,5,247,557,1517,4,1,1888,0,1888,0,2,1,3,6,1,4,3,2,578,3,3,2,0,0,190000
0,11214,1,7,1998,1999,0,3,95,3,1,1,0,930,930,3,1,956,930,1886,0,2,1,3,10,1,3,3,2,431,3,3,2,89,0,199900
50,8600,0,6,1937,1950,0,2,85,3,1,1,0,780,780,2,1,780,596,1376,0,2,0,2,7,1,4,1,1,198,3,3,0,0,0,119500
50,6000,0,3,1948,2002,0,2,85,3,1,5,331,318,649,4,1,679,504,1183,0,1,1,2,6,0,0,1,1,308,3,3,2,0,176,120000
70,5684,0,6,1930,2005,0,2,85,3,1,1,0,813,813,4,1,813,0,813,0,1,0,3,5,0,0,1,1,270,2,2,0,0,113,110000
62,70761,1,7,1975,1975,0,2,95,3,4,5,655,878,1533,2,1,1533,0,1533,1,2,0,3,5,2,3,1,2,576,3,3,2,200,54,280000
0,9303,1,6,1996,1997,42,3,105,3,1,5,742,130,872,4,1,888,868,1756,1,2,1,2,7,0,0,3,2,422,3,3,2,144,122,204000
75,9000,0,8,2008,2008,0,3,95,3,1,1,0,768,768,4,1,786,804,1590,0,2,1,3,6,0,0,2,2,676,3,3,2,0,30,210000
63,9297,0,5,1976,1976,0,2,85,3,1,5,1606,122,1728,2,1,1728,0,1728,2,2,0,2,8,0,0,1,2,560,3,3,2,0,0,188000
80,9600,0,7,1973,1973,320,2,85,3,1,5,916,326,1242,1,1,1242,0,1242,0,1,1,2,6,1,3,1,2,528,3,3,2,0,0,175500
34,4571,0,5,1916,1950,0,2,85,3,1,1,0,624,624,1,0,624,720,1344,0,1,0,2,7,0,0,1,3,513,2,2,2,0,0,98000
0,53227,1,4,1954,1994,0,2,95,3,4,4,1116,248,1364,4,1,1663,0,1663,1,1,0,3,6,2,4,3,2,529,3,3,2,224,137,256000
0,5100,0,8,1925,1996,0,2,85,3,1,1,0,588,588,1,1,833,833,1666,0,1,0,3,7,1,4,1,1,228,3,3,2,192,63,161000
0,7015,1,5,1950,1950,161,2,85,3,1,2,185,524,709,2,1,979,224,1203,1,1,0,3,5,1,3,1,1,352,3,3,2,0,0,110000
75,8004,1,8,2009,2009,110,3,95,3,1,6,544,288,832,4,1,832,1103,1935,1,2,1,2,8,0,0,3,2,552,3,3,2,0,150,263435
60,7200,0,7,1936,2007,0,3,95,4,1,5,350,0,560,4,1,575,560,1135,1,1,0,3,6,0,0,2,2,576,3,3,2,256,0,155000
60,8281,1,5,1965,1965,0,2,85,3,1,3,553,0,864,3,1,864,0,864,0,1,0,2,5,1,1,1,1,360,3,3,2,0,0,62383
74,11988,1,6,1934,1995,0,2,85,3,1,2,326,389,715,1,1,849,811,1660,0,1,1,2,6,1,4,1,1,240,3,3,2,0,0,188700
60,8430,0,5,1978,1978,136,2,95,3,1,3,616,424,1040,2,1,1040,0,1040,0,2,0,2,5,0,0,0,0,0,0,0,2,0,0,124000
0,3072,0,7,2004,2004,18,3,95,3,1,1,0,1375,1375,4,1,1414,0,1414,0,2,0,3,6,1,3,3,2,398,3,3,2,144,20,178740
85,10628,0,7,1970,1970,0,2,85,4,4,6,778,499,1277,2,1,1277,0,1277,1,1,0,2,5,1,1,1,2,526,3,3,2,0,0,167000
79,9480,0,5,1942,1995,224,2,85,3,1,2,386,342,728,4,1,888,756,1644,0,1,1,3,7,2,4,1,1,312,3,3,2,168,0,146500
98,11428,1,8,2006,2006,248,3,95,3,1,1,0,1626,1626,4,1,1634,0,1634,0,2,0,3,7,1,4,2,3,866,3,3,2,0,44,250000
76,9291,1,6,1993,1993,120,3,95,3,1,6,426,406,832,4,1,832,878,1710,0,2,1,3,7,0,0,2,2,506,3,3,2,144,70,187000
0,6820,1,8,1985,1985,0,3,95,3,3,6,368,0,1488,2,1,1502,0,1502,1,1,1,3,4,0,0,2,2,528,3,3,2,0,54,212000
92,11952,0,7,1977,1977,0,2,95,3,1,1,0,808,808,2,1,1161,808,1969,0,2,1,2,8,1,4,2,2,534,3,3,2,0,0,190000
35,3675,0,6,2005,2005,80,2,95,3,4,6,459,88,547,4,1,1072,0,1072,1,1,0,2,5,0,0,2,2,525,3,3,2,0,28,148000
110,14977,1,8,2006,2007,304,3,105,3,4,6,1350,626,1976,4,1,1976,0,1976,1,2,0,3,7,1,5,2,3,908,3,3,2,250,63,440000
41,5330,0,8,2000,2000,0,3,95,3,3,6,1196,298,1494,4,1,1652,0,1652,1,2,0,4,6,0,0,2,2,499,3,3,2,96,48,251000
80,8480,0,5,1963,1963,0,2,85,3,1,6,630,340,970,2,1,970,0,970,1,1,0,2,5,0,0,1,2,624,3,3,2,0,24,132500
75,13125,0,6,1997,1998,215,2,95,3,4,6,994,484,1478,4,1,1493,0,1493,1,2,0,3,7,1,3,3,2,508,3,3,2,140,39,208900
105,13693,0,9,2006,2006,772,4,95,3,3,1,0,2153,2153,4,1,2069,574,2643,0,2,1,4,9,1,4,3,3,694,3,3,2,414,84,380000
79,10637,0,8,2007,2008,336,3,105,3,4,6,1288,417,1705,4,1,1718,0,1718,1,2,0,3,7,1,4,2,3,826,3,3,2,208,44,297000
50,5925,0,4,1937,2000,435,2,75,3,1,3,168,739,907,2,1,1131,0,1131,0,1,0,2,7,0,0,1,2,672,3,3,2,0,72,89471
98,16033,1,9,2004,2005,378,3,105,3,4,6,1261,572,1833,4,1,1850,0,1850,1,2,0,3,8,1,4,3,3,772,3,3,2,519,112,326000
72,11846,1,9,2003,2004,562,3,105,3,4,6,1567,225,1792,4,1,1792,0,1792,1,2,0,4,6,1,4,3,3,874,3,3,2,206,49,374000
50,2500,0,7,1915,2005,0,3,85,3,1,5,299,611,910,4,1,916,910,1826,1,1,1,4,7,1,4,1,1,164,2,2,2,0,0,155000
32,4500,0,6,1998,1998,116,2,105,3,1,6,897,319,1216,4,1,1216,0,1216,1,2,0,2,5,0,0,1,2,402,3,3,2,0,125,164000
0,7758,1,5,1962,2001,0,2,85,3,1,5,588,411,999,3,1,999,0,999,1,1,0,3,6,0,0,1,1,264,3,3,2,0,132,132500
80,9600,0,5,1950,2007,0,3,85,3,1,5,607,506,1113,3,1,1113,0,1113,0,1,0,3,5,1,4,1,1,264,3,3,2,0,80,147000
79,10289,0,5,1965,1965,168,2,85,3,1,5,836,237,1073,2,1,1073,0,1073,1,1,1,2,6,0,0,2,2,515,3,3,2,0,0,156000
70,12243,1,5,1971,1971,0,2,95,3,3,5,998,486,1484,3,1,1484,0,1484,0,2,0,2,7,1,3,1,2,487,3,3,2,224,0,175000
60,10800,0,5,1900,1970,0,2,85,2,1,4,664,290,954,2,0,1766,648,2414,0,2,0,2,10,1,4,1,2,520,3,2,0,142,0,160000
21,1526,0,4,1970,2002,0,2,95,3,3,6,515,115,630,2,1,630,0,630,1,1,0,3,3,0,0,1,1,286,3,3,2,0,0,86000
0,2665,0,5,1976,1976,0,2,95,3,2,1,0,264,264,2,1,616,688,1304,0,1,1,2,4,1,4,3,1,336,3,3,2,141,24,115000
79,9490,0,6,1941,1950,0,2,85,3,1,4,403,238,806,2,1,958,620,1578,1,1,0,1,5,2,3,1,1,240,3,3,2,0,0,133000
105,15578,1,6,2006,2006,0,3,95,3,1,1,0,728,728,3,1,728,728,1456,0,2,1,2,8,0,0,2,2,429,3,3,2,0,0,172785
70,7931,0,5,1960,1960,0,2,85,3,1,4,374,363,1269,2,1,1269,0,1269,0,1,1,2,6,1,2,1,1,308,3,3,2,0,0,155000
50,5784,0,5,1938,1996,0,2,75,3,1,1,0,190,190,3,1,886,0,886,0,1,0,2,4,0,0,1,1,273,3,3,2,144,20,91300
60,7879,0,4,1920,1950,0,2,85,3,1,3,495,225,720,2,0,720,0,720,0,1,0,2,4,0,0,0,0,0,0,0,0,0,523,34900
0,12692,1,8,1992,1993,0,3,95,3,1,6,1231,1969,3200,4,1,3228,0,3228,1,3,0,3,10,1,4,2,2,546,3,3,2,264,75,430000
60,9120,0,7,1925,1950,0,2,85,3,1,3,329,697,1026,4,1,1133,687,1820,1,2,0,2,8,0,0,1,1,240,3,3,0,0,100,184000
65,7800,0,5,1967,2004,89,2,85,3,1,5,450,414,864,4,1,899,0,899,0,1,0,3,5,0,0,3,1,288,3,3,2,64,0,130000
70,7535,1,5,1958,1985,0,2,85,3,1,4,111,522,912,1,1,912,0,912,0,1,0,2,5,0,0,3,1,297,3,3,2,12,285,120000
21,1890,0,6,1973,1973,285,2,85,3,1,4,356,316,672,2,1,672,546,1218,0,1,1,2,7,0,0,1,1,264,3,3,2,144,28,113000
75,9803,0,7,2005,2005,0,3,95,3,1,6,400,466,866,3,1,866,902,1768,0,2,1,3,7,0,0,2,2,603,3,3,2,0,108,226700
70,9170,0,5,1965,1965,0,2,85,3,1,5,698,420,1214,4,1,1214,0,1214,1,1,0,2,6,0,0,1,2,461,2,2,2,0,0,140000
100,15602,1,7,1959,1997,0,2,85,3,1,5,1247,254,1501,2,1,1801,0,1801,1,2,0,2,6,2,3,3,2,484,3,3,2,0,54,289000
24,2308,0,6,1974,1974,0,2,85,3,1,5,257,103,855,2,1,855,467,1322,0,2,1,2,6,1,2,1,2,440,3,3,2,260,0,147000
60,7596,0,5,1952,1952,360,2,85,3,1,1,0,960,960,3,1,960,1000,1960,0,2,0,2,10,0,0,1,2,400,3,3,0,0,0,124500
80,9554,1,8,1993,1994,125,3,95,3,1,6,380,397,777,4,1,1065,846,1911,0,2,1,3,8,1,3,2,2,471,3,3,2,182,81,215000
75,7862,1,6,2009,2009,0,3,95,3,1,6,27,1191,1218,4,1,1218,0,1218,0,2,0,3,4,0,0,3,2,676,3,3,2,0,102,208300
60,9600,0,7,1928,2005,0,2,85,3,1,3,141,548,689,4,1,689,689,1378,0,2,0,3,7,1,4,1,2,360,3,3,0,0,0,161000
80,9600,0,5,1959,1959,132,2,85,3,1,5,991,50,1041,4,1,1041,0,1041,1,1,0,2,6,0,0,2,1,270,3,3,2,224,88,124500
75,14559,0,5,1951,2000,70,3,85,3,1,4,650,178,1008,4,1,1363,0,1363,1,1,0,2,6,2,3,1,1,288,3,3,2,324,42,164900
40,6792,1,7,2005,2006,94,3,95,3,1,1,0,1368,1368,4,1,1368,0,1368,0,2,0,3,6,1,4,2,2,474,3,3,2,132,35,202665
70,9100,0,5,1958,1958,0,2,85,3,1,4,521,169,864,2,1,864,0,864,1,1,0,2,5,0,0,1,2,624,3,3,2,0,0,129900
71,9187,0,6,1983,1983,0,2,85,3,1,5,336,748,1084,2,1,1080,0,1080,0,1,1,2,5,0,0,1,2,484,3,3,2,120,0,134000
55,10594,0,5,1926,1950,0,2,85,3,1,1,0,768,768,1,0,789,0,789,0,1,0,2,5,0,0,1,1,200,1,1,2,0,0,96500
94,12220,0,10,2009,2009,305,4,105,3,1,6,1436,570,2006,4,1,2020,0,2020,1,2,1,4,9,1,4,3,3,900,3,3,2,156,54,402861
0,10448,1,6,1972,1972,333,2,85,3,1,1,0,689,689,2,1,1378,741,2119,0,2,1,2,7,1,3,2,2,583,3,3,2,0,104,158000
79,10208,1,7,1996,1997,921,3,95,3,1,1,0,1264,1264,4,1,1277,1067,2344,0,2,1,3,7,1,3,2,3,889,3,3,2,220,0,265000
0,9531,1,6,1998,1998,0,2,95,3,2,6,706,88,794,4,1,882,914,1796,1,2,1,2,7,0,0,2,2,546,3,3,2,0,36,211000
53,10918,0,7,1926,2004,0,3,95,3,1,1,0,1276,1276,4,1,1276,804,2080,0,1,1,3,9,2,4,1,1,282,3,3,2,0,0,234000
60,10800,0,4,1900,2000,0,2,0,0,0,0,0,0,0,2,0,694,600,1294,0,2,0,2,7,0,0,0,0,0,0,0,0,220,114,106250
