Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallCond,MasVnrArea,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,CentralAir,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice
296,80,37,7937,1,0,1,0,6,0,2,85,3,3,6,819,1,0,184,2,1,0,0,1,0,0,3,1,7,0,3,3,2,120,0,0,0,0,0,0,0,3,2006,142500
297,50,75,13710,1,0,0,0,5,0,2,85,3,1,4,420,1,0,490,2,1,648,0,0,0,1,4,1,7,0,3,3,2,289,0,0,0,0,0,0,0,6,2007,152000
298,60,66,7399,1,1,1,0,5,1600,2,95,3,1,4,649,1,0,326,4,1,975,0,0,0,1,3,1,7,1,3,3,2,0,10,0,0,198,0,0,0,6,2007,239000
299,60,90,11700,1,0,0,0,6,365,2,85,3,1,5,384,3,175,143,3,1,702,0,0,1,2,3,1,7,1,3,3,2,224,0,0,0,0,0,0,0,6,2007,175000
300,20,80,14000,1,0,0,0,8,0,3,85,3,1,1,0,1,0,1092,4,1,0,0,0,1,0,3,1,7,1,3,3,2,0,36,0,0,0,0,0,0,8,2009,158500
301,190,90,15750,1,0,0,0,5,56,2,85,3,2,4,841,1,0,324,2,1,0,0,1,0,0,2,1,7,2,3,3,2,0,0,0,0,0,0,0,0,6,2006,157000
302,60,66,16226,1,0,3,0,5,0,2,95,3,1,6,281,1,0,747,4,1,1242,0,0,0,1,4,1,7,1,3,3,2,208,50,0,0,0,0,0,0,5,2007,267000
303,20,118,13704,1,0,1,0,5,150,2,95,3,1,1,0,1,0,1541,4,1,0,0,0,0,0,3,1,7,1,3,3,2,468,81,0,0,0,0,0,0,1,2006,205000
304,20,70,9800,1,0,0,0,7,0,2,85,3,1,5,894,1,0,0,2,1,0,0,1,0,0,3,1,7,0,3,3,2,256,0,0,0,0,0,0,0,7,2006,149900
305,75,87,18386,1,0,0,0,9,0,2,85,3,1,1,0,1,0,1470,4,1,1818,0,0,0,0,3,1,7,1,3,3,2,302,0,0,0,0,0,0,0,5,2008,295000
306,20,80,10386,1,0,0,0,5,246,2,95,3,1,6,1464,1,0,536,4,1,0,0,1,0,0,3,1,7,0,3,3,2,168,0,0,0,0,0,0,0,7,2007,305900
307,60,116,13474,1,0,0,0,5,246,2,95,3,1,5,700,1,0,0,3,1,1121,0,1,0,1,4,1,7,1,3,3,2,127,44,224,0,0,0,0,0,6,2007,225000
308,50,0,7920,1,1,1,0,7,0,1,85,3,1,1,0,1,0,319,2,1,371,0,0,0,0,3,1,7,0,0,0,0,0,144,0,0,0,0,0,0,3,2008,89500
309,30,0,12342,1,0,1,0,5,0,2,85,3,1,4,262,1,0,599,4,1,0,0,0,0,0,1,1,7,0,3,3,2,158,0,0,0,0,0,0,0,3,2009,82500
310,20,90,12378,1,0,1,0,5,0,2,105,3,4,6,1274,1,0,622,4,1,0,0,1,0,0,3,1,7,3,3,3,2,208,175,0,0,0,0,0,0,11,2006,360000
311,60,0,7685,1,0,1,0,5,112,2,95,3,1,5,518,1,0,179,3,1,804,0,0,0,1,3,1,7,1,3,3,2,190,63,0,0,0,0,0,0,5,2006,165600
312,20,50,8000,1,0,0,0,6,0,3,85,3,1,5,680,1,0,292,4,1,0,0,1,0,0,2,1,7,1,3,3,2,0,0,0,0,0,0,0,0,5,2009,132000
313,190,65,7800,1,0,0,0,7,0,2,95,3,2,3,507,1,0,286,2,1,325,0,1,0,0,3,1,7,1,3,3,2,0,0,0,0,271,0,0,0,5,2006,119900
314,20,150,215245,1,0,3,2,5,0,2,95,3,4,5,1236,3,820,80,2,1,0,0,2,0,0,3,1,7,2,3,3,2,0,0,0,0,0,0,0,0,6,2009,375000
315,70,60,9600,1,1,0,0,7,0,2,85,4,1,2,16,1,0,712,4,1,809,0,0,1,1,3,1,7,1,2,3,2,0,0,234,0,0,0,0,0,8,2006,178000
316,60,71,7795,1,0,1,0,5,0,2,95,3,1,6,425,1,0,291,4,1,716,0,1,0,1,3,1,7,1,3,3,2,100,51,0,0,0,0,0,0,7,2009,188500
317,60,94,13005,1,0,1,0,7,278,2,95,3,1,6,692,1,0,153,2,1,1200,0,1,0,1,4,1,7,1,3,3,2,288,195,0,0,0,0,0,0,8,2009,260000
318,60,75,9000,1,0,0,0,5,0,2,95,3,3,1,0,1,0,1088,4,1,871,0,0,0,1,3,1,7,1,3,3,2,208,46,0,0,0,0,0,0,12,2007,270000
319,60,90,9900,1,0,0,1,5,256,2,95,3,4,6,987,1,0,360,4,1,1274,0,1,0,1,4,1,7,1,3,3,2,340,60,144,0,0,0,0,0,4,2009,260000
320,80,0,14115,1,0,0,0,5,225,2,95,3,3,6,1036,1,0,336,2,1,0,0,1,0,0,3,1,7,2,3,3,2,233,48,0,0,0,0,0,0,6,2009,187500
321,60,111,16259,1,0,0,0,5,370,2,105,4,3,1,0,1,0,1249,4,1,1347,0,0,0,1,4,1,7,0,3,3,2,240,154,0,0,0,0,0,0,9,2006,342643
322,60,99,12099,1,0,1,0,5,388,2,105,3,3,6,970,1,0,166,4,1,1332,0,1,0,1,4,1,7,1,3,3,2,184,154,0,0,0,0,0,0,6,2007,354000
323,60,86,10380,1,0,1,0,5,172,2,85,3,4,2,28,5,1474,0,4,1,1177,0,1,0,1,4,1,7,1,3,3,2,201,96,0,0,0,0,0,0,8,2007,301000
324,20,49,5820,1,0,0,0,8,0,3,85,3,1,5,256,1,0,906,4,1,0,0,1,0,0,3,1,7,0,2,3,2,142,98,0,0,0,0,0,0,7,2006,126175
325,80,96,11275,1,0,0,0,7,300,3,95,3,1,1,0,1,0,710,4,1,1080,0,0,0,1,5,1,7,1,3,3,2,240,0,0,0,0,0,0,0,6,2010,242000
326,45,50,5000,1,0,0,0,6,0,2,85,3,3,4,116,1,0,604,0,0,0,0,0,0,0,2,1,7,0,3,3,2,0,0,244,0,0,0,0,0,12,2007,87000
327,120,32,10846,1,0,1,0,5,0,2,95,3,4,6,1619,1,0,100,4,1,0,0,2,0,1,1,1,7,2,3,3,2,122,30,0,0,0,0,0,0,5,2008,324000
328,20,80,11600,1,0,0,0,5,175,2,85,3,1,3,565,1,0,818,2,1,0,0,0,0,1,3,1,7,0,3,3,2,0,45,0,0,0,0,0,0,4,2006,145250
329,75,0,11888,1,1,1,0,6,0,2,85,3,1,1,0,1,0,844,3,0,689,0,0,0,0,5,1,7,0,3,3,2,0,60,268,0,0,0,0,0,7,2009,214500
330,70,60,6402,1,0,0,0,5,0,2,85,3,2,1,0,1,0,596,2,0,596,0,0,0,0,3,1,7,0,2,2,0,0,0,137,0,0,0,0,0,7,2009,78000
331,90,0,10624,1,0,1,0,4,84,2,85,3,1,6,40,3,264,1424,2,1,0,0,0,1,0,6,2,7,0,3,3,2,155,0,0,0,0,0,0,0,11,2007,119000
332,20,70,8176,1,0,0,0,6,0,2,85,3,1,3,846,1,0,210,1,1,0,0,1,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,8,2007,139000
333,20,85,10655,1,0,1,0,5,296,2,95,3,1,6,1124,0,479,1603,4,1,0,0,1,0,0,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,10,2009,284000
334,120,59,8198,1,0,0,0,5,146,2,95,3,3,6,720,1,0,638,4,1,0,0,1,0,0,2,1,7,1,3,3,2,192,30,0,0,0,0,0,0,7,2008,207000
335,60,59,9042,1,0,1,0,5,0,2,95,3,4,6,828,1,0,115,3,1,695,0,1,0,1,3,1,7,2,3,3,2,100,38,0,0,0,0,0,0,7,2008,192000
336,190,0,164660,0,0,1,2,6,0,2,85,3,4,5,1249,4,147,103,4,1,167,0,2,0,0,3,1,7,2,3,3,2,670,0,0,0,0,0,0,700,8,2008,228950
337,20,86,14157,1,0,1,0,5,200,2,105,3,4,6,1249,1,0,673,4,1,0,0,1,0,0,3,1,7,1,3,3,2,178,51,0,0,0,0,0,0,7,2007,377426
338,20,70,9135,1,0,0,0,5,113,2,95,3,3,6,810,1,0,726,4,1,0,0,1,0,0,3,1,7,0,3,3,2,192,74,0,0,0,0,0,0,12,2008,214000
339,20,91,14145,1,0,0,0,7,0,2,95,3,2,5,213,1,0,995,4,1,0,0,1,0,0,3,1,7,0,3,3,2,108,45,0,0,0,0,0,400,5,2006,202500
340,20,66,12400,1,0,1,0,7,176,2,85,2,1,3,585,1,0,630,2,1,0,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,234,0,0,0,6,2009,155000
341,60,85,14191,1,0,0,0,5,0,2,95,3,1,1,0,1,0,967,4,1,915,0,0,0,1,4,1,7,0,3,3,2,135,0,0,0,0,0,0,0,4,2010,202900
342,20,60,8400,1,0,0,0,4,0,1,85,2,1,1,0,1,0,721,3,1,0,0,0,0,0,2,1,7,0,3,3,0,250,0,24,0,0,0,0,0,9,2009,82000
343,90,0,8544,1,0,0,0,4,340,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,7,0,3,3,2,0,0,0,0,0,0,0,0,5,2006,87500
344,120,63,8849,1,0,1,0,5,616,2,105,3,1,6,28,1,0,1656,4,1,0,0,0,0,0,2,1,7,1,3,3,2,495,72,0,0,0,0,0,0,7,2008,266000
345,160,36,2592,1,0,0,0,3,0,2,95,3,1,3,129,4,232,175,2,1,576,0,0,0,1,3,1,7,0,3,3,2,182,0,0,0,0,0,0,0,4,2010,85000
346,50,65,6435,1,0,0,0,5,0,2,85,3,1,1,0,1,0,972,3,1,605,0,0,0,0,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,10,2006,140200
347,20,0,12772,1,0,1,0,8,0,3,85,3,2,4,498,1,0,460,2,1,0,0,0,0,0,2,1,7,0,3,3,2,0,0,0,0,0,0,0,15500,4,2007,151500
348,20,0,17600,1,0,1,0,5,30,2,85,3,1,4,1270,1,0,208,4,1,0,0,1,0,0,3,1,7,2,3,3,2,0,40,0,0,0,0,0,0,12,2009,157500
349,160,36,2448,1,0,0,0,5,106,2,95,3,1,6,573,1,0,191,4,1,862,0,1,0,1,2,1,7,0,3,3,2,0,27,0,0,0,0,0,0,10,2008,154000
350,60,56,20431,1,0,2,0,5,870,2,105,3,1,6,1410,1,0,438,4,1,880,0,1,0,1,4,1,7,2,3,3,2,0,0,0,0,0,0,0,0,4,2006,437154
351,120,68,7820,1,0,1,0,5,362,2,105,3,1,1,0,1,0,1869,4,1,0,0,0,0,0,2,1,7,1,3,3,2,210,54,0,0,0,0,0,0,12,2007,318061
352,120,0,5271,1,0,1,1,5,0,2,95,3,4,6,1082,1,0,371,3,1,0,0,1,0,1,2,1,7,1,3,3,2,0,80,0,0,184,0,0,0,12,2006,190000
353,50,60,9084,1,0,0,0,6,0,2,85,2,2,2,236,3,380,0,2,0,495,0,0,1,0,3,1,7,0,3,2,2,48,0,0,0,0,0,0,0,3,2008,95000
354,30,60,8520,1,0,0,0,8,0,3,85,3,1,1,0,1,0,624,3,1,0,0,0,0,0,2,1,7,0,3,3,2,106,0,0,0,0,0,0,0,5,2010,105900
355,50,60,8400,1,0,0,0,5,0,2,85,3,1,2,388,1,0,552,4,1,403,0,0,0,0,2,1,7,2,3,3,2,0,0,108,0,0,0,0,0,6,2006,140000
356,20,105,11249,1,0,2,0,5,0,3,95,4,1,5,334,4,544,322,4,1,0,0,1,0,0,3,1,7,0,3,3,2,0,26,0,0,0,0,0,0,8,2007,177500
357,20,0,9248,1,0,1,0,6,106,2,95,3,1,6,560,1,0,598,3,1,0,0,1,0,0,3,1,7,0,3,3,2,120,26,0,0,0,0,0,0,7,2009,173000
358,120,44,4224,1,0,0,0,5,0,2,95,3,1,5,874,1,0,268,2,1,0,0,1,0,1,3,1,7,1,3,3,2,536,90,0,0,0,0,0,0,8,2007,134000
359,80,92,6930,1,0,1,0,4,120,2,85,3,3,4,300,3,294,468,4,1,0,0,0,1,0,3,1,5,0,3,3,2,168,0,294,0,0,0,0,0,7,2006,130000
360,60,78,12011,1,0,1,0,5,530,2,95,3,3,6,956,1,0,130,4,1,838,0,1,0,1,3,1,7,1,3,3,2,208,75,0,0,374,0,0,0,6,2006,280000
361,85,0,7540,1,0,1,0,6,0,2,95,3,3,6,773,1,0,115,4,1,0,0,1,0,0,2,1,7,1,3,3,2,0,0,0,0,192,0,0,0,6,2007,156000
362,50,0,9144,1,1,0,0,5,0,2,85,3,1,3,399,1,0,484,3,1,517,0,1,0,0,3,1,7,0,3,3,0,0,0,0,0,0,0,0,0,7,2008,145000
363,85,64,7301,1,0,0,0,5,500,2,0,0,0,0,0,0,0,0,4,1,1427,0,0,0,0,4,1,7,1,3,3,2,0,0,177,0,0,0,0,0,7,2009,198500
364,160,21,1680,1,0,0,0,8,510,2,85,3,1,5,162,1,0,321,3,1,504,0,0,0,1,2,1,7,0,3,3,2,250,0,0,0,0,0,0,0,5,2009,118000
365,60,0,18800,1,0,1,0,5,120,2,95,3,2,6,712,1,0,84,2,1,784,0,1,0,1,3,1,7,1,3,3,2,306,111,0,0,0,0,0,0,7,2006,190000
366,70,59,10690,1,0,0,0,7,0,3,85,2,1,3,456,1,0,216,3,1,672,0,0,0,0,3,1,7,0,3,2,2,0,128,218,0,0,0,0,0,7,2009,147000
367,20,0,9500,1,0,1,0,5,247,2,95,3,1,4,609,1,0,785,3,1,0,0,1,0,1,3,1,7,2,3,3,2,0,76,0,0,185,0,0,0,7,2009,159000
368,80,101,9150,1,0,1,0,5,305,2,95,3,4,6,371,1,0,728,3,1,0,0,0,1,0,3,1,7,1,3,3,2,64,110,0,0,0,0,0,0,12,2008,165000
369,20,78,7800,1,0,0,0,6,200,2,85,3,1,2,540,1,0,728,3,1,0,0,0,0,0,2,1,7,1,3,3,2,0,98,0,0,0,0,0,0,3,2010,132000
370,20,0,9830,1,0,1,0,7,0,3,85,3,1,5,72,3,258,733,4,1,0,0,1,0,0,3,1,7,1,3,3,2,364,17,0,0,182,0,0,0,3,2010,162000
371,60,0,8121,1,0,1,0,5,0,2,95,3,1,1,0,1,0,953,4,1,711,0,0,0,1,3,1,7,1,3,3,2,100,40,0,0,0,0,0,0,1,2006,172400
372,50,80,17120,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,1,468,0,0,0,0,4,1,5,1,3,3,0,0,59,0,0,0,0,0,0,7,2008,134432
373,120,50,7175,1,0,0,0,5,0,2,95,3,1,5,623,2,121,0,2,1,0,0,1,0,0,2,1,7,0,3,3,2,353,0,0,0,90,0,0,0,2,2010,125000
374,20,79,10634,1,0,0,0,6,0,2,85,3,1,4,428,2,180,0,2,1,0,0,1,0,0,3,1,5,0,3,3,2,66,0,0,0,0,0,0,0,11,2009,123000
375,60,65,8200,1,0,0,0,5,0,2,95,3,1,1,0,1,0,847,4,1,1081,0,0,0,1,4,1,7,1,3,3,2,100,48,0,0,0,0,0,0,7,2007,219500
376,30,0,10020,1,0,1,2,1,0,1,75,1,4,4,350,1,0,333,3,0,0,0,1,0,1,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,3,2009,61000
377,85,57,8846,1,0,1,0,5,0,2,95,3,3,6,298,1,0,572,4,1,0,0,0,0,0,2,1,7,0,3,3,2,0,0,0,0,0,0,0,0,7,2006,148000
378,60,102,11143,1,0,1,0,5,0,2,95,3,1,1,0,1,0,1580,4,1,886,0,0,0,0,4,1,7,1,3,3,2,159,214,0,0,0,0,0,0,12,2007,340000
379,20,88,11394,1,0,0,0,2,350,2,105,3,3,6,1445,1,0,411,4,1,0,0,1,0,1,1,1,7,1,3,3,2,113,0,0,0,0,0,0,0,6,2010,394432
380,60,60,8123,1,0,1,0,5,16,2,95,3,1,1,0,1,0,982,4,1,793,0,0,0,1,3,1,7,1,3,3,2,100,63,0,0,0,0,0,0,6,2009,179000
381,50,50,5000,1,1,0,0,6,0,2,85,3,1,2,218,1,0,808,2,1,665,0,0,0,0,3,1,7,1,3,3,2,0,0,242,0,0,0,0,0,5,2010,127000
382,20,60,7200,1,1,0,0,5,0,2,95,4,1,1,0,1,0,1293,4,1,0,0,1,0,0,2,1,7,1,3,3,2,216,121,0,0,0,0,0,0,8,2006,187750
383,60,79,9245,1,0,1,0,5,0,2,95,3,3,1,0,1,0,939,4,1,858,0,0,0,1,3,1,7,0,3,3,2,144,53,0,0,0,0,0,0,4,2007,213500
384,45,60,9000,1,0,0,0,3,0,2,75,2,1,1,0,1,0,784,2,0,0,0,0,0,0,2,1,7,0,2,2,0,0,0,91,0,0,0,0,0,10,2009,76000
385,60,0,53107,1,0,2,1,5,0,2,95,3,3,6,985,1,0,595,4,1,874,0,1,0,1,3,1,7,2,3,3,2,216,231,0,0,0,0,0,0,6,2007,240000
386,120,43,3182,1,0,0,0,5,16,2,95,3,1,6,24,1,0,1232,4,1,0,0,0,0,0,2,1,7,1,3,3,2,146,20,0,0,144,0,0,0,4,2010,192000
387,50,58,8410,1,0,0,0,3,0,1,85,3,1,1,0,1,0,658,2,1,526,0,0,0,0,5,1,7,0,0,0,0,0,151,0,0,0,0,0,0,5,2006,81000
388,80,72,7200,1,0,0,0,6,255,2,85,3,3,5,631,1,0,410,4,1,0,0,1,0,0,3,1,7,1,3,3,2,296,0,0,0,0,0,0,0,10,2009,125000
389,20,93,9382,1,0,1,0,5,125,2,95,3,1,1,0,1,0,1468,4,1,0,0,0,0,0,3,1,7,0,3,3,2,120,25,0,0,0,0,0,0,7,2008,191000
390,60,96,12474,1,0,0,0,5,272,2,105,3,3,6,1280,1,0,402,4,1,590,0,1,0,1,3,1,7,1,3,3,2,196,134,0,0,0,0,0,0,8,2008,426000
391,50,50,8405,1,1,0,0,8,0,2,85,4,1,3,241,4,391,229,4,1,406,0,1,0,0,4,1,7,0,3,3,2,0,130,112,0,0,0,0,0,4,2008,119000
392,60,71,12209,1,0,1,0,5,0,2,105,3,1,5,690,1,0,114,4,1,1157,0,1,0,1,3,1,7,1,3,3,2,125,192,0,0,0,0,0,0,6,2009,215000
393,20,0,8339,1,0,1,0,7,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,1200,7,2007,106500
394,30,0,7446,1,0,0,0,5,0,2,85,3,1,3,266,1,0,522,2,1,0,0,0,0,0,2,1,7,2,0,0,2,0,0,0,0,0,0,0,0,4,2006,100000
395,50,60,10134,1,0,0,0,6,0,2,85,3,1,1,0,1,0,735,3,1,299,0,0,0,0,2,1,7,0,3,3,2,0,39,0,0,0,0,0,0,7,2007,109000
396,20,68,9571,1,0,0,0,6,0,2,85,3,3,4,739,1,0,405,2,1,0,0,1,0,0,3,1,7,0,3,3,2,44,0,0,0,0,0,0,0,6,2010,129000
397,20,60,7200,1,0,0,0,5,0,2,85,3,3,3,777,1,0,117,2,1,0,0,0,0,0,2,1,7,0,3,3,2,215,0,0,0,0,0,0,0,9,2009,123000
398,60,69,7590,1,0,0,0,5,288,2,85,3,1,5,540,1,0,324,2,1,936,0,0,0,0,4,1,7,1,3,3,2,0,168,0,0,0,0,0,0,7,2007,169500
399,30,60,8967,1,0,0,0,2,0,1,75,1,1,1,0,1,0,961,3,1,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,11,2007,67000
400,60,65,8125,1,0,0,0,5,100,2,95,3,1,6,812,1,0,280,4,1,438,0,1,0,0,2,1,7,0,3,3,2,0,168,0,0,0,0,0,0,10,2009,241000
401,120,38,14963,1,0,2,0,5,0,2,95,3,1,6,786,1,0,474,4,1,0,0,1,0,1,1,1,7,2,3,3,2,120,30,0,0,224,0,0,0,12,2008,245500
402,20,65,8767,1,0,1,0,5,0,2,95,3,3,6,24,1,0,1286,4,1,0,0,0,0,0,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,7,2006,164990
403,30,60,10200,1,0,0,0,8,0,2,85,3,1,1,0,1,0,672,4,1,0,0,0,0,0,2,1,7,0,3,3,0,168,0,0,0,0,0,0,0,8,2008,108000
404,60,93,12090,1,0,0,0,5,650,2,95,3,1,1,0,1,0,1141,3,1,1098,0,0,0,1,4,1,7,1,3,3,2,144,123,0,0,0,0,0,0,7,2006,258000
405,60,0,10364,1,0,1,0,5,0,2,95,3,1,1,0,1,0,806,3,1,766,0,0,0,1,3,1,7,1,3,3,2,0,40,0,0,0,0,0,0,5,2007,168000
406,20,0,9991,1,0,1,0,4,0,2,85,3,1,4,1116,1,0,165,4,1,0,0,1,0,0,3,1,6,1,3,3,2,120,78,0,0,0,0,0,0,6,2009,150000
407,50,51,10480,1,0,0,0,5,0,2,85,3,1,1,0,1,0,1064,4,1,0,473,0,0,0,3,1,2,0,3,3,2,0,0,0,0,0,0,0,0,3,2008,115000
408,70,63,15576,1,0,0,0,7,0,2,95,3,1,1,0,1,0,840,4,1,840,0,0,0,0,4,1,7,0,3,3,2,0,0,160,0,0,0,0,0,3,2008,177000
409,60,109,14154,1,0,0,0,5,350,2,105,4,1,1,0,1,0,1063,4,1,1101,0,0,0,1,3,1,7,1,3,3,2,192,62,0,0,0,0,0,0,8,2007,280000
410,60,85,10800,1,0,0,0,5,100,2,105,3,1,6,789,1,0,245,4,1,1028,0,1,0,1,3,1,7,1,3,3,2,0,102,0,0,0,0,0,0,4,2008,339750
411,20,68,9571,1,0,0,0,3,0,1,85,2,1,1,0,1,0,1276,2,1,0,0,0,0,0,3,1,4,0,3,3,2,0,0,0,0,0,0,0,0,6,2009,60000
412,190,100,34650,1,0,0,0,5,0,2,85,3,2,3,1056,1,0,0,2,0,0,0,1,0,0,3,1,7,0,3,3,2,264,0,0,0,0,0,0,0,1,2006,145000
413,20,0,4403,1,0,2,0,5,432,2,105,3,3,6,578,1,0,892,4,1,0,0,1,0,1,2,1,7,1,3,3,2,0,144,0,0,0,0,0,0,6,2010,222000
414,30,56,8960,1,1,0,0,6,0,2,85,3,1,1,0,1,0,1008,3,1,0,0,0,0,0,2,1,7,1,3,3,2,0,0,130,0,0,0,0,0,3,2010,115000
415,60,59,11228,1,0,2,0,5,0,2,95,3,1,4,50,6,531,499,4,1,1017,0,0,1,1,3,1,7,1,3,3,2,196,187,0,0,0,0,0,0,12,2008,228000
416,20,73,8899,1,0,1,0,5,0,2,95,3,3,6,24,1,0,1316,4,1,0,0,0,0,0,3,1,7,0,3,3,2,100,30,0,0,0,0,0,0,8,2007,181134
417,60,74,7844,1,0,0,0,7,203,2,85,3,1,5,209,1,0,463,2,1,728,0,0,0,1,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,3,2006,149500
418,70,86,22420,1,0,1,0,6,0,2,95,3,1,4,1128,1,0,242,2,0,1254,0,1,0,1,4,1,7,1,3,3,0,0,0,0,0,0,0,0,0,11,2007,239000
419,50,60,8160,1,0,0,0,6,0,2,85,3,1,5,312,1,0,444,1,0,378,0,1,0,1,3,1,7,0,3,3,1,0,0,0,0,0,0,0,0,4,2007,126000
420,20,65,8450,1,0,0,0,6,0,2,85,3,1,4,775,1,0,281,4,1,0,0,1,0,0,3,1,7,1,3,3,2,0,85,184,0,0,0,0,0,7,2010,142000
421,90,78,7060,1,0,0,0,5,200,3,95,4,4,6,1309,1,0,35,4,1,0,0,2,0,0,2,2,7,0,3,3,2,0,0,0,0,0,0,0,0,11,2008,206300
422,20,0,16635,1,0,1,0,7,126,2,95,3,1,5,1246,1,0,356,3,1,0,0,0,1,0,3,1,7,1,3,3,2,240,0,0,0,0,0,0,0,6,2009,215000
423,20,100,21750,1,0,0,1,5,0,2,85,3,1,1,0,1,0,988,4,1,0,0,0,0,0,2,1,7,0,3,3,0,0,0,0,0,0,0,0,0,2,2008,113000
424,60,80,9200,1,0,0,0,5,473,2,95,3,1,6,986,1,0,484,3,1,1160,0,1,0,1,4,1,7,1,3,3,2,0,66,0,0,0,0,0,0,6,2008,315000
425,20,72,9000,1,0,0,0,5,74,2,95,3,1,2,616,1,0,580,3,1,0,0,1,0,0,2,1,7,1,3,3,2,0,44,0,0,0,0,0,0,5,2008,139000
426,60,60,3378,1,1,0,0,8,0,3,85,3,1,1,0,1,0,651,3,1,682,0,0,0,1,3,1,7,2,3,3,1,0,0,126,0,0,0,0,0,9,2009,135000
427,80,0,12800,1,0,0,1,5,145,2,95,3,4,6,1518,1,0,0,3,1,0,0,1,1,0,2,1,7,1,3,3,2,80,0,0,0,396,0,0,0,8,2009,275000
428,20,77,8593,1,0,1,0,6,0,2,85,3,1,3,288,1,0,619,4,1,0,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,7,2008,109008
429,20,64,6762,1,0,0,0,5,108,2,95,3,1,6,664,1,0,544,4,1,0,0,1,0,0,2,1,7,0,3,3,2,105,54,0,0,0,0,0,0,9,2007,195400
430,20,130,11457,1,0,1,0,5,0,2,95,3,2,6,1005,1,0,387,2,1,0,0,1,0,0,3,1,7,1,3,3,2,0,0,169,0,0,0,0,0,3,2009,175000
431,160,21,1680,1,0,0,0,5,232,2,85,3,1,5,387,1,0,96,2,1,504,0,0,0,1,2,1,7,0,3,3,2,0,0,0,0,0,0,0,0,7,2008,85400
432,50,60,5586,1,0,1,0,7,0,2,85,3,1,1,0,1,0,901,3,1,110,0,0,0,0,4,1,7,0,0,0,0,0,98,0,0,0,0,0,0,9,2008,79900
433,160,24,1920,1,0,0,0,5,376,2,85,3,1,5,471,1,0,294,4,1,600,0,1,0,1,2,1,6,0,3,3,2,240,36,0,0,0,0,0,0,8,2007,122500
434,60,100,10839,1,0,1,0,5,0,2,95,3,1,1,0,1,0,926,4,1,678,0,0,0,1,3,1,7,1,3,3,2,0,36,0,0,0,0,0,0,7,2008,181000
435,180,21,1890,1,0,0,0,7,0,3,95,3,3,5,495,1,0,135,3,1,0,0,1,0,0,1,1,7,0,0,0,2,88,0,0,0,0,0,0,0,6,2008,81000
436,60,43,10667,1,0,2,0,6,0,2,95,3,3,6,385,5,344,70,4,1,834,0,1,0,1,3,1,7,1,3,3,2,158,61,0,0,0,0,0,0,4,2009,212000
437,50,40,4400,1,0,0,0,8,0,2,75,3,1,1,0,1,0,648,2,1,384,0,0,0,0,2,1,7,0,3,3,2,0,0,0,0,0,0,0,0,10,2006,116000
438,45,50,6000,1,0,0,0,7,0,2,85,3,1,1,0,1,0,884,3,1,0,0,0,0,0,2,1,7,0,3,3,2,0,0,105,0,0,0,0,0,1,2009,119000
439,30,40,4280,1,0,0,0,6,0,2,85,3,1,2,365,1,0,75,2,0,0,0,0,0,0,2,1,7,1,4,3,1,0,0,34,0,0,0,0,0,3,2007,90350
440,50,67,12354,1,1,0,0,8,0,2,85,2,2,1,0,1,0,684,3,1,512,0,0,0,0,3,1,7,0,3,3,2,0,46,0,0,0,0,0,800,8,2009,110000
441,20,105,15431,1,0,0,0,5,200,2,105,3,4,6,1767,5,539,788,4,1,0,0,1,0,0,2,1,7,2,3,3,2,0,72,0,0,170,0,0,0,4,2009,555000
442,90,92,12108,1,0,0,0,4,270,2,85,3,1,5,133,1,0,1307,2,0,0,0,0,0,0,4,2,7,0,0,0,2,0,0,0,0,0,0,0,0,9,2008,118000
443,50,52,6240,1,0,0,0,7,0,2,85,3,1,1,0,1,0,1078,2,1,445,0,0,0,0,3,1,7,1,3,3,1,0,0,0,0,0,0,0,0,6,2008,162900
444,120,53,3922,1,0,0,0,5,72,2,105,3,3,1,0,1,0,1258,4,1,0,0,0,0,0,2,1,7,1,3,3,2,144,16,0,0,0,0,0,0,6,2007,172500
