Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice
735,20,0,8978,1,0,1,0,5,5,1968,1968,0,2,2,85,3,1,1,0,1,0,948,948,2,1,948,0,0,948,0,0,1,0,3,1,2,6,7,0,0,1,1,300,3,3,2,147,0,0,0,0,0,0,0,5,2007,108000
736,75,60,10800,1,0,0,0,7,7,1914,1970,0,2,2,95,3,2,3,390,1,0,490,880,1,0,880,888,0,1768,0,0,1,1,2,1,2,6,7,2,3,1,2,320,3,3,0,0,341,0,0,0,0,0,0,10,2006,163000
737,90,60,8544,1,0,0,0,3,4,1950,1950,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1040,0,0,1040,0,0,2,0,2,2,2,6,7,0,0,1,2,400,3,3,2,0,0,0,0,0,0,0,0,7,2006,93500
738,60,72,10463,1,0,1,0,8,5,2005,2005,0,3,2,95,3,1,1,0,1,0,893,893,4,1,901,900,0,1801,0,0,2,1,3,1,3,8,7,1,4,3,3,800,3,3,2,0,116,0,0,0,0,0,0,6,2006,239900
739,90,60,10800,1,0,0,0,5,5,1987,1988,0,2,2,95,4,4,6,1200,1,0,0,1200,2,1,1200,0,0,1200,3,0,3,0,3,1,2,5,7,0,0,0,0,0,0,0,2,120,0,0,0,0,0,0,0,3,2009,179000
740,60,65,9313,1,0,1,0,7,5,2004,2004,0,3,2,95,3,1,1,0,1,0,864,864,4,1,864,864,0,1728,0,0,2,1,3,1,3,7,7,0,0,2,2,572,3,3,2,187,56,0,0,0,0,0,0,4,2009,190000
741,70,60,9600,1,1,0,0,5,7,1910,2002,0,2,3,75,2,1,1,0,1,0,264,264,4,1,768,664,0,1432,0,0,2,0,2,1,2,7,7,0,0,1,2,360,3,4,2,270,0,112,0,0,0,0,0,5,2007,132000
742,20,65,6768,1,0,1,0,6,8,1961,1996,0,2,3,85,3,2,6,832,1,0,80,912,3,1,912,0,0,912,1,1,1,0,3,1,3,5,7,0,0,1,1,288,3,3,2,168,0,0,0,0,0,0,0,5,2008,142000
743,20,65,8450,1,0,0,0,7,5,2000,2001,108,2,2,95,3,1,1,0,1,0,1349,1349,4,1,1349,0,0,1349,0,0,2,0,3,1,2,6,7,0,0,1,2,539,3,3,2,120,55,0,0,0,0,0,0,12,2007,179000
744,80,70,12886,1,0,1,0,5,6,1963,1999,0,2,2,95,3,3,5,444,1,0,76,520,4,1,1464,0,0,1464,0,1,2,0,3,1,2,6,5,1,3,2,2,480,3,3,2,302,0,0,0,100,0,0,0,10,2009,175000
745,120,41,5395,1,0,1,0,8,5,1993,1993,0,3,2,95,3,1,6,733,1,0,604,1337,3,1,1337,0,0,1337,1,0,2,0,2,1,3,5,7,1,3,2,2,462,3,3,2,96,0,70,168,0,0,0,0,10,2008,180000
746,60,0,8963,1,0,1,0,8,9,1976,1996,289,4,3,85,4,1,6,575,5,80,487,1142,4,1,1175,1540,0,2715,0,1,3,1,4,1,3,11,7,2,3,3,2,831,3,3,2,0,204,0,0,0,0,0,0,7,2008,299800
747,60,0,8795,1,0,1,0,7,5,2000,2000,0,3,2,95,3,1,6,300,1,0,652,952,4,1,980,1276,0,2256,0,0,2,1,4,1,3,8,7,1,3,3,2,554,3,3,2,224,54,0,0,0,0,0,0,4,2009,236000
748,70,65,11700,1,1,1,0,7,7,1880,2003,0,3,2,85,2,1,1,0,1,0,1240,1240,2,0,1320,1320,0,2640,0,0,1,1,4,1,3,8,7,1,4,1,4,864,3,3,0,181,0,386,0,0,0,0,0,5,2009,265979
749,20,59,10593,1,0,1,0,7,5,1996,1996,338,3,2,95,3,1,6,919,1,0,801,1720,4,1,1720,0,0,1720,1,0,2,0,3,1,3,7,7,1,3,3,2,527,3,3,2,240,56,154,0,0,0,0,0,3,2010,260400
750,50,50,8405,1,0,0,0,4,3,1945,1950,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1088,441,0,1529,0,0,2,0,4,1,2,9,4,0,0,1,1,240,3,3,0,92,0,185,0,0,0,0,0,4,2009,98000
751,50,55,8800,1,1,0,0,4,7,1910,2004,0,2,2,85,2,1,1,0,1,0,576,576,3,1,792,348,0,1140,0,0,1,0,3,1,2,7,5,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,6,2010,96500
752,60,0,7750,1,0,0,0,7,5,2003,2003,0,3,2,95,3,1,1,0,1,0,660,660,4,1,660,660,0,1320,0,0,2,1,3,1,3,6,7,0,0,3,2,400,3,3,2,0,48,0,0,0,0,0,0,8,2007,162000
753,20,79,9236,1,0,1,0,6,5,1997,1997,0,2,3,95,3,4,6,1200,1,0,279,1479,4,1,1494,0,0,1494,1,0,2,0,3,1,3,6,7,0,0,2,2,576,3,3,2,168,27,0,0,0,0,0,0,7,2006,217000
754,60,80,10240,1,0,0,0,8,5,2005,2005,178,3,2,95,3,2,1,0,1,0,1030,1030,3,1,1038,1060,0,2098,0,0,2,1,3,1,4,8,7,1,4,2,3,878,3,3,2,192,52,0,0,0,0,0,0,3,2006,275500
755,20,61,7930,1,0,0,0,6,8,1969,2005,0,2,2,85,3,1,6,439,2,472,115,1026,3,1,1026,0,0,1026,1,0,1,0,3,1,3,5,7,0,0,2,2,440,3,3,2,171,48,0,0,0,0,0,0,7,2009,156000
756,160,34,3230,1,1,0,0,6,5,1999,1999,894,2,2,95,3,1,6,381,1,0,348,729,3,1,742,729,0,1471,0,0,2,1,3,1,2,6,7,0,0,1,2,440,3,3,2,0,24,0,0,0,0,0,0,3,2009,172500
757,60,68,10769,1,0,1,0,8,5,2007,2007,0,3,2,95,3,3,6,20,1,0,846,866,4,1,866,902,0,1768,0,0,2,1,3,1,3,7,7,0,0,2,2,578,3,3,2,144,105,0,0,0,0,0,0,4,2009,212000
758,60,0,11616,1,0,1,0,6,5,1978,1978,328,2,2,85,3,2,3,438,1,0,234,672,2,1,672,714,0,1386,0,0,2,1,3,1,2,6,7,1,3,3,2,440,3,3,2,335,0,0,0,0,0,0,0,4,2010,158900
759,160,24,2280,1,1,0,0,7,5,1999,1999,360,2,2,95,3,1,5,549,1,0,195,744,3,1,757,744,0,1501,0,0,2,1,3,1,2,6,7,0,0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,8,2008,179400
760,60,65,12257,1,0,1,0,8,5,1995,1995,513,3,2,95,3,3,2,56,5,64,1198,1318,4,1,1328,1203,0,2531,0,0,2,1,4,1,3,9,7,1,3,2,3,752,3,3,2,222,98,0,0,0,0,0,0,11,2007,290000
761,20,70,9100,1,0,0,0,6,6,1959,1959,0,2,2,85,3,1,3,612,1,0,252,864,4,1,864,0,0,864,0,0,1,0,2,1,2,5,7,0,0,1,1,300,5,5,2,0,0,0,0,0,0,0,450,10,2009,127500
762,30,60,6911,1,0,0,0,5,5,1924,1950,0,2,2,85,3,2,2,405,1,0,740,1145,2,1,1301,0,0,1301,0,0,1,0,2,1,1,5,6,0,0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,10,2009,100000
763,60,72,8640,1,0,0,0,7,5,2009,2009,0,2,2,95,3,2,6,24,1,0,732,756,4,1,764,783,0,1547,0,0,2,1,3,1,3,7,7,0,0,1,2,614,3,3,2,169,45,0,0,0,0,0,0,6,2010,215200
764,60,82,9430,1,0,0,0,8,5,1999,1999,673,3,2,95,3,2,6,1163,1,0,89,1252,4,1,1268,1097,0,2365,1,0,2,1,3,1,3,8,7,1,4,2,3,856,3,3,2,0,128,0,0,180,0,0,0,7,2009,337000
765,120,30,9549,1,0,1,0,8,5,1995,1996,0,3,3,95,4,3,2,437,6,1057,0,1494,4,1,1494,0,0,1494,1,0,1,1,2,1,4,6,7,1,4,3,2,481,3,3,2,0,30,0,0,216,0,0,0,4,2006,270000
766,20,75,14587,1,0,1,0,9,5,2008,2008,284,3,2,95,3,1,1,0,1,0,1498,1498,4,1,1506,0,0,1506,0,0,2,0,2,1,4,6,7,1,4,3,2,592,3,3,2,0,174,0,0,0,0,0,0,8,2008,264132
767,60,80,10421,1,0,0,0,7,5,1988,1988,42,2,2,95,3,1,6,394,1,0,586,980,2,1,980,734,0,1714,0,0,2,1,3,1,2,7,7,1,3,1,2,496,3,3,2,228,66,156,0,0,0,0,500,3,2010,196500
768,50,75,12508,1,0,1,0,6,7,1940,1985,0,2,2,95,3,2,5,660,1,0,323,983,4,1,983,767,0,1750,1,0,2,0,4,1,2,7,4,0,0,1,1,423,3,3,2,245,0,156,0,0,0,0,1300,7,2008,160000
769,20,70,9100,1,0,0,0,7,5,2004,2005,0,3,2,95,3,1,6,24,1,0,1836,1860,4,1,1836,0,0,1836,0,0,2,0,3,1,3,8,7,1,4,3,2,484,3,3,2,120,33,0,0,0,0,0,0,10,2006,216837
770,60,47,53504,1,0,2,1,8,5,2003,2003,603,4,2,95,3,4,5,1416,1,0,234,1650,4,1,1690,1589,0,3279,1,0,3,1,4,1,4,12,4,1,4,3,3,841,3,3,2,503,36,0,0,210,0,0,0,6,2010,538000
771,85,0,7252,1,0,1,0,5,5,1982,1982,0,2,2,95,3,3,6,685,1,0,173,858,2,1,858,0,0,858,1,0,1,0,2,1,2,5,7,0,0,1,2,576,3,3,2,120,0,0,0,0,0,0,0,4,2009,134900
772,20,67,8877,1,0,0,0,4,5,1951,1951,0,2,2,75,2,1,2,836,1,0,0,836,2,1,1220,0,0,1220,0,0,1,0,2,1,2,6,7,0,0,1,2,396,3,3,2,0,0,0,0,0,0,0,0,4,2006,102000
773,80,94,7819,1,0,0,0,6,5,1976,1976,0,2,2,85,3,3,5,422,4,127,480,1029,2,1,1117,0,0,1117,1,0,1,0,3,1,2,6,7,1,3,1,2,672,3,3,2,144,0,0,0,0,0,0,0,3,2010,107000
774,20,70,10150,1,0,0,0,5,5,1958,1958,1,2,2,85,3,1,3,456,1,0,456,912,4,1,912,0,0,912,0,0,1,0,2,1,2,5,7,0,0,2,1,275,3,3,2,0,0,0,0,0,0,0,0,7,2007,114500
775,20,110,14226,1,0,0,0,8,5,2006,2006,375,3,2,95,3,3,1,0,1,0,1935,1935,3,1,1973,0,0,1973,0,0,2,0,3,1,3,9,7,1,4,3,3,895,3,3,2,315,45,0,0,0,0,0,0,7,2007,395000
776,120,32,4500,1,0,0,0,6,5,1998,1998,320,2,2,105,3,1,6,866,1,0,338,1204,4,1,1204,0,0,1204,1,0,2,0,2,1,2,5,7,0,0,3,2,412,3,3,2,0,247,0,0,0,0,0,0,6,2009,162000
777,20,86,11210,1,0,1,0,7,5,2005,2006,240,3,2,95,3,3,6,20,1,0,1594,1614,4,1,1614,0,0,1614,0,0,2,0,3,1,3,7,7,0,0,2,3,865,3,3,2,144,59,0,0,0,0,0,0,7,2006,221500
778,20,100,13350,1,0,1,0,5,5,1974,1974,0,2,2,85,3,1,5,762,1,0,102,864,2,1,894,0,0,894,1,0,1,0,3,1,2,5,7,1,2,1,2,440,3,3,2,241,0,0,0,0,0,0,0,6,2006,142500
779,90,60,8400,1,0,0,0,5,5,1977,1977,320,2,2,0,0,0,0,0,0,0,0,0,2,1,2020,0,0,2020,0,0,2,0,4,2,2,10,7,2,3,1,2,630,3,3,2,0,0,0,0,0,0,0,0,10,2007,144000
780,90,78,10530,1,0,0,0,6,5,1977,1977,90,2,2,95,3,4,6,975,1,0,0,975,2,1,1004,0,0,1004,1,0,1,0,2,1,2,4,7,0,0,1,2,504,3,3,2,0,0,0,0,0,0,0,0,5,2006,135000
781,20,63,7875,1,0,0,0,7,5,1995,1996,38,2,2,95,4,1,1,0,1,0,1237,1237,3,1,1253,0,0,1253,0,0,2,0,3,1,2,6,7,1,3,3,2,402,3,3,2,220,21,0,0,0,0,0,0,6,2007,176000
782,60,65,7153,1,0,0,0,6,5,1992,1992,0,3,3,95,3,1,5,387,1,0,374,761,4,1,810,793,0,1603,0,0,2,1,3,1,3,7,7,0,0,2,2,484,3,3,2,0,124,0,0,0,0,0,0,7,2006,175900
783,20,67,16285,1,0,2,0,7,5,2001,2002,0,3,2,95,3,1,1,0,1,0,1413,1413,4,1,1430,0,0,1430,0,0,2,0,3,1,3,6,7,0,0,2,2,605,3,3,2,0,33,0,0,0,0,0,0,6,2009,187100
784,85,0,9101,1,0,1,0,5,6,1978,1978,104,2,3,95,3,3,6,1097,1,0,0,1097,4,1,1110,0,0,1110,1,0,1,0,1,1,3,4,7,1,3,3,2,602,3,3,2,303,30,0,0,0,0,0,0,7,2009,165500
785,75,35,6300,1,1,0,0,6,6,1914,2001,0,2,2,85,3,1,1,0,1,0,742,742,4,1,742,742,0,1484,0,0,2,0,3,1,2,9,7,1,4,0,0,0,0,0,2,0,291,134,0,0,0,0,0,6,2008,128000
786,20,0,9790,1,0,0,0,6,5,1967,1967,0,2,2,85,3,1,3,251,2,630,491,1372,2,1,1342,0,0,1342,0,0,2,0,3,1,2,7,7,1,4,1,2,457,3,3,2,0,0,0,0,197,0,0,0,9,2009,161500
787,50,60,10800,1,0,0,0,5,6,1915,1950,0,2,3,75,3,1,2,686,1,0,0,686,2,1,966,686,0,1652,1,0,2,0,4,1,2,7,7,0,0,1,1,416,3,3,2,0,0,196,0,0,0,0,1200,6,2010,139000
788,60,76,10142,1,0,1,0,7,5,2004,2004,0,3,2,95,3,1,6,656,1,0,300,956,4,1,956,1128,0,2084,1,0,2,1,4,1,3,8,7,0,0,2,2,618,3,3,2,0,45,0,0,0,0,0,0,1,2010,233000
789,20,50,6000,1,0,0,0,4,7,1954,2000,0,2,2,85,3,1,1,0,1,0,901,901,4,1,901,0,0,901,0,0,1,0,2,1,2,4,7,0,0,1,1,281,2,3,2,0,0,0,0,0,0,0,0,8,2008,107900
790,60,0,12205,1,0,1,0,6,8,1966,2007,157,2,2,85,2,4,2,568,1,0,264,832,3,1,976,1111,0,2087,0,0,2,1,5,1,3,9,7,0,0,3,2,444,3,3,2,133,168,0,0,0,0,0,0,7,2007,187500
791,120,43,3182,1,0,0,0,7,5,2005,2006,11,3,2,95,3,1,6,16,1,0,1129,1145,4,1,1145,0,0,1145,0,0,2,0,2,1,3,5,7,1,4,3,2,397,3,3,2,100,16,0,0,0,0,0,0,9,2009,160200
792,80,0,11333,1,0,1,0,6,5,1976,1976,0,2,2,95,3,3,5,539,1,0,490,1029,2,1,1062,0,0,1062,1,0,1,0,3,1,2,5,7,2,3,2,2,539,3,3,2,120,0,0,0,0,0,0,0,5,2007,146800
793,60,92,9920,1,0,1,0,7,5,1996,1997,0,3,2,95,3,3,6,862,1,0,255,1117,4,1,1127,886,0,2013,1,0,2,1,3,1,2,8,7,1,3,1,2,455,3,3,2,180,130,0,0,0,0,0,0,6,2007,269790
794,20,76,9158,1,0,0,0,8,5,2007,2007,140,3,2,95,3,3,1,0,1,0,1496,1496,4,1,1496,0,0,1496,0,0,2,0,3,1,3,7,7,0,0,3,2,474,3,3,2,168,130,0,0,0,0,0,0,6,2007,225000
795,60,0,10832,1,0,1,0,7,5,1994,1996,0,3,2,95,3,1,1,0,1,0,712,712,4,1,1086,809,0,1895,0,0,2,1,3,1,3,7,7,1,3,3,2,409,3,3,2,143,46,0,0,0,0,0,500,10,2008,194500
796,60,70,8400,1,0,0,0,6,6,1980,1981,130,2,2,95,3,1,1,0,1,0,650,650,2,1,888,676,0,1564,0,0,2,1,3,1,2,7,7,1,3,1,2,476,3,3,2,0,50,0,0,204,0,0,0,4,2010,171000
797,20,71,8197,1,0,0,0,6,5,1977,1977,148,2,2,85,3,1,1,0,1,0,660,660,4,1,1285,0,0,1285,0,0,1,1,3,1,2,7,7,1,3,2,2,528,3,3,2,138,0,0,0,0,0,0,0,4,2007,143500
798,20,57,7677,1,0,0,0,5,5,1953,1953,0,2,2,85,3,1,4,570,1,0,203,773,3,1,773,0,0,773,0,0,1,0,2,1,2,4,7,0,0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,4,2008,110000
799,60,104,13518,1,0,0,0,9,5,2008,2009,860,4,2,105,3,1,1,0,1,0,1926,1926,4,1,1966,1174,0,3140,0,0,3,1,4,1,4,11,7,2,4,3,3,820,3,3,2,144,78,0,0,0,0,0,0,7,2009,485000
800,50,60,7200,1,0,0,0,5,7,1937,1950,252,2,2,95,3,1,5,569,1,0,162,731,4,1,981,787,0,1768,1,0,1,1,3,1,3,7,7,2,3,1,1,240,3,3,2,0,0,264,0,0,0,0,0,6,2007,175000
801,60,79,12798,1,0,1,1,6,5,1997,1997,0,2,2,95,3,4,6,462,1,0,154,616,3,1,616,1072,0,1688,1,0,2,1,4,1,3,8,7,0,0,2,2,603,3,3,2,403,114,185,0,0,0,0,400,5,2008,200000
802,30,40,4800,1,0,0,0,4,7,1916,1990,0,2,2,85,3,1,2,197,1,0,999,1196,4,1,1196,0,0,1196,1,0,1,0,2,1,2,5,7,0,0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,7,2007,109900
803,60,63,8199,1,0,0,0,7,5,2005,2005,0,3,2,95,3,3,6,648,1,0,80,728,4,1,728,728,0,1456,1,0,2,1,3,1,3,7,7,1,4,3,2,410,3,3,2,36,18,0,0,0,0,0,0,10,2008,189000
804,60,107,13891,1,0,0,0,9,5,2008,2009,424,4,2,105,3,4,1,0,1,0,1734,1734,4,1,1734,1088,0,2822,0,0,3,1,4,1,4,12,7,1,4,2,3,1020,3,3,2,52,170,0,0,192,0,0,0,1,2009,582933
805,20,75,9000,1,0,0,0,5,5,1954,1954,0,2,2,85,3,1,2,812,1,0,124,936,2,1,1128,0,0,1128,0,0,1,0,2,1,2,5,6,0,0,1,1,286,3,3,2,0,0,0,0,0,0,0,0,6,2006,118000
806,20,91,12274,1,0,1,0,7,5,2008,2008,256,3,2,95,3,1,1,0,1,0,1417,1417,4,1,1428,0,0,1428,0,0,2,0,3,1,4,6,7,0,0,2,2,554,3,3,2,0,60,0,0,0,0,0,0,7,2008,227680
807,80,75,9750,1,0,0,0,5,5,1967,1967,0,2,2,85,3,3,5,400,3,480,100,980,3,1,980,0,0,980,0,0,2,0,3,1,2,6,7,0,0,3,1,384,3,3,2,68,0,0,0,0,0,0,0,10,2006,135500
808,70,144,21384,1,0,0,0,5,6,1923,2004,0,2,2,85,3,4,6,1309,1,0,15,1324,4,1,1072,504,0,1576,2,0,1,1,3,1,3,6,7,1,3,2,2,528,3,3,2,0,312,0,0,0,0,0,0,5,2009,223500
809,80,85,13400,1,0,0,0,5,5,1966,1966,1047,2,2,85,3,3,5,516,4,128,380,1024,2,1,1086,0,0,1086,1,0,1,0,3,1,2,6,7,1,4,2,2,484,3,3,2,0,0,0,0,0,0,0,0,6,2006,159950
810,75,90,8100,1,0,0,0,5,5,1898,1965,0,2,2,85,3,1,1,0,1,0,849,849,2,0,1075,1063,0,2138,0,0,2,0,2,3,2,11,7,0,0,1,2,360,2,1,0,40,156,0,0,0,0,0,0,11,2009,106000
811,20,78,10140,1,0,0,0,6,6,1974,1999,99,2,2,85,3,1,5,663,2,377,0,1040,1,1,1309,0,0,1309,1,0,1,1,3,1,3,5,7,1,2,2,2,484,3,3,2,265,0,0,0,0,648,1,0,1,2006,181000
812,120,0,4438,1,0,0,0,6,5,2004,2004,169,3,2,95,3,4,6,662,1,0,186,848,4,1,848,0,0,848,1,0,1,0,1,1,3,4,7,1,4,3,2,420,3,3,2,140,0,0,0,0,0,0,0,6,2008,144500
813,20,66,8712,0,0,0,1,5,5,1952,1952,0,1,2,85,3,3,1,0,1,0,540,540,2,0,1044,0,0,1044,0,0,1,0,2,1,1,4,7,0,0,1,2,504,3,3,0,0,0,0,0,0,0,0,54,6,2010,55993
814,20,75,9750,1,0,0,0,6,6,1958,1958,243,2,2,85,3,1,3,608,1,0,834,1442,3,1,1442,0,0,1442,0,0,1,1,4,1,2,7,7,0,0,2,1,301,3,3,2,0,0,275,0,0,0,0,500,4,2007,157900
815,50,45,8248,1,1,0,0,5,7,1918,1950,0,2,2,85,3,1,1,0,1,0,686,686,3,1,686,564,0,1250,0,1,1,1,3,1,1,7,7,0,0,1,1,280,3,3,1,207,0,96,0,0,0,0,0,7,2006,116000
816,20,48,12137,1,0,2,0,7,5,1998,1998,442,2,2,95,3,1,1,0,1,0,1649,1649,4,1,1661,0,0,1661,0,0,2,0,3,1,3,6,7,0,0,2,2,598,3,3,2,0,34,0,0,0,0,0,0,5,2010,224900
817,20,0,11425,1,0,1,0,5,6,1954,1954,0,2,2,85,3,1,4,486,1,0,522,1008,3,1,1008,0,0,1008,0,0,1,0,2,1,2,4,7,1,4,2,1,275,3,3,2,0,0,120,0,0,0,0,0,7,2006,137000
818,20,0,13265,1,0,1,0,8,5,2002,2002,148,3,2,95,3,1,6,1218,1,0,350,1568,4,1,1689,0,0,1689,1,0,2,0,3,1,3,7,7,2,4,2,3,857,3,3,2,150,59,0,0,0,0,0,0,7,2008,271000
819,80,80,8816,1,0,0,0,6,7,1971,1971,80,2,2,85,3,3,6,504,1,0,506,1010,3,1,1052,0,0,1052,1,0,1,0,3,1,2,6,7,0,0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,6,2010,155000
820,120,44,6371,1,0,1,0,7,5,2009,2010,128,3,2,95,3,2,6,733,1,0,625,1358,4,1,1358,0,0,1358,1,0,2,0,2,1,3,6,7,1,4,2,2,484,3,3,2,192,35,0,0,0,0,0,0,6,2010,224000
821,60,72,7226,1,0,1,0,7,5,2003,2003,0,3,2,95,3,1,1,0,1,0,798,798,4,1,798,842,0,1640,0,0,2,1,3,1,3,6,7,0,0,2,2,595,3,3,2,0,45,0,0,0,0,0,0,6,2008,183000
822,20,60,6000,1,1,0,1,4,4,1953,1953,0,1,2,75,3,1,1,0,1,0,936,936,2,0,936,0,0,936,0,0,1,0,2,1,2,4,5,0,0,1,2,576,3,3,2,0,32,112,0,0,0,0,0,2,2009,93000
823,60,0,12394,1,0,1,0,7,5,2003,2003,0,3,2,95,3,4,1,0,1,0,847,847,4,1,847,886,0,1733,0,0,2,1,3,1,3,7,7,1,4,3,2,433,3,3,2,100,48,0,0,0,0,0,0,10,2007,225000
824,50,60,9900,1,0,0,0,6,7,1940,1950,0,2,2,85,3,1,1,0,1,0,778,778,2,1,944,545,0,1489,0,0,2,0,3,1,2,7,7,1,4,1,1,240,3,3,2,335,0,0,0,0,0,0,0,7,2009,139500
825,20,81,11216,1,0,0,0,8,5,2006,2006,0,3,2,95,4,1,1,0,1,0,1489,1489,4,1,1489,0,0,1489,0,0,2,0,3,1,3,7,7,1,4,2,2,776,3,3,2,0,140,0,0,0,0,0,0,6,2006,232600
826,20,114,14803,1,0,0,0,10,5,2007,2008,816,4,2,105,3,3,6,1636,1,0,442,2078,4,1,2084,0,0,2084,1,0,2,0,2,1,4,7,7,1,4,3,3,1220,3,3,2,188,45,0,0,0,0,0,0,6,2008,385000
827,45,50,6130,1,0,0,0,5,6,1924,1950,0,2,2,85,3,1,5,784,1,0,0,784,3,1,784,0,0,784,1,0,1,0,2,1,3,5,7,0,0,0,0,0,0,0,2,0,0,116,0,0,0,0,0,5,2008,109500
828,20,65,8529,1,0,1,0,7,5,2001,2001,0,3,2,95,3,1,6,20,1,0,1434,1454,4,1,1434,0,0,1434,0,0,2,0,3,1,3,6,7,1,3,2,2,527,3,3,2,290,39,0,0,0,0,0,0,4,2009,189000
829,60,0,28698,1,0,2,2,5,5,1967,1967,0,2,2,85,4,4,2,249,5,764,0,1013,2,1,1160,966,0,2126,0,1,2,1,3,1,2,7,5,0,0,3,2,538,3,3,2,486,0,0,0,225,0,0,0,6,2009,185000
830,160,24,2544,1,1,0,0,7,5,2005,2005,0,3,2,95,3,1,1,0,1,0,600,600,4,1,520,623,80,1223,0,0,2,1,2,1,3,4,7,0,0,2,2,480,3,3,2,0,166,0,0,0,0,0,0,7,2006,147400
831,20,80,11900,1,0,1,0,6,5,1957,1957,387,2,2,85,3,1,3,1040,1,0,352,1392,2,1,1392,0,0,1392,1,0,1,1,3,1,2,6,7,2,4,2,2,458,3,3,2,0,0,0,0,192,0,0,0,6,2008,166000
832,160,30,3180,1,1,0,0,7,5,2005,2005,0,2,2,95,3,1,1,0,1,0,600,600,4,1,520,600,80,1200,0,0,2,1,2,1,3,4,7,0,0,2,2,480,3,3,2,0,166,0,0,0,0,0,0,6,2006,151000
833,60,44,9548,1,0,1,0,7,6,2003,2003,223,3,2,95,3,1,6,483,1,0,458,941,4,1,941,888,0,1829,1,0,2,1,3,1,3,7,7,1,3,2,2,613,3,3,2,192,39,0,0,0,0,0,0,1,2010,237000
834,20,100,10004,1,0,0,0,6,6,1964,1964,180,2,2,85,3,1,3,196,4,345,975,1516,2,1,1516,0,0,1516,0,0,1,1,3,1,2,6,7,0,0,2,2,472,3,3,2,0,0,0,0,152,0,0,0,2,2009,167000
835,20,75,7875,1,0,0,0,5,6,1961,1961,136,2,2,85,3,1,3,572,1,0,572,1144,3,1,1144,0,0,1144,1,0,1,0,3,1,2,6,7,0,0,1,2,456,3,3,2,0,0,0,0,0,0,0,0,9,2008,139950
836,20,60,9600,1,0,0,0,4,7,1950,1995,0,2,2,95,3,1,4,442,1,0,625,1067,2,1,1067,0,0,1067,0,0,2,0,2,1,3,4,5,0,0,1,2,436,3,3,2,290,0,0,0,0,0,0,0,2,2010,128000
837,30,90,8100,1,1,0,0,5,6,1948,1973,0,2,2,85,3,1,3,338,1,0,1221,1559,3,1,1559,0,0,1559,1,0,1,0,2,1,2,5,5,0,0,1,2,812,3,3,2,0,116,230,0,0,0,0,0,6,2007,153500
838,160,21,1680,1,0,0,0,6,5,1973,1973,158,2,2,85,3,1,4,330,1,0,153,483,2,1,483,504,0,987,1,0,1,1,2,1,2,5,7,0,0,1,1,264,3,3,2,0,0,0,0,0,0,0,0,11,2008,100000
839,20,75,9525,1,0,0,0,5,6,1995,2006,0,2,2,95,3,1,1,0,1,0,1099,1099,4,1,1099,0,0,1099,0,0,1,1,3,1,3,6,7,0,0,1,1,352,3,3,2,278,0,0,0,0,0,0,0,6,2008,144000
840,50,70,11767,1,0,0,0,5,6,1946,1995,0,2,2,85,3,1,4,352,1,0,416,768,4,1,768,432,0,1200,0,0,1,0,3,1,2,6,7,0,0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,5,2008,130500
841,70,0,12155,1,0,1,0,6,8,1925,1950,0,2,2,85,3,1,4,156,1,0,516,672,2,0,810,672,0,1482,0,0,2,0,4,1,1,7,7,0,0,1,1,400,3,3,1,0,0,254,0,0,0,0,0,3,2008,140000
842,70,60,10440,1,1,0,0,5,8,1904,2002,0,2,2,85,3,1,1,0,1,0,650,650,3,1,958,581,0,1539,0,0,2,0,3,1,3,8,7,1,1,1,2,686,4,3,1,70,78,68,0,0,0,0,0,6,2008,157500
843,80,82,9020,1,0,0,0,6,7,1966,1966,183,2,2,85,3,4,3,312,5,539,276,1127,2,1,1165,0,0,1165,1,0,1,1,3,1,2,6,7,0,0,2,2,490,4,4,2,0,129,0,0,0,0,0,0,5,2008,174900
844,90,80,8000,1,0,0,0,5,4,1961,1961,0,2,2,85,3,1,1,0,1,0,1800,1800,4,0,1800,0,0,1800,0,0,2,0,6,2,2,10,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,2007,141000
